explicit,album_id,album_name,artists_0_id,artists_0_name,track_number,duration_ms,id,name,popularity,year
False,6aSk2vxoY3xtz7cXKuY9EL,LCD Soundsystem,066X20Nz7iquqkkCW6Jxy6,LCD Soundsystem,1,314556,73mlvsfJM2qwlDUJxeaatI,Daft Punk Is Playing at My House,56,2005
False,3C2MFZ2iHotUQOSBzdSvM7,Lonerism,5INjqkS1o8h1imAzPqGZBb,Tame Impala,7,192960,0LtOwyZoSNZKJWHqjzADpW,Feels Like We Only Go Backwards,73,2012
False,1p12OAWwudgMqfMzjMvl2a,The Low End Theory,09hVIj6vWgoCDtT03h8ZCa,A Tribe Called Quest,1,234626,4tEaytMs86hIaOSsiGoLcP,Excursions,55,1991
False,6HPeu1jcBnHNuzDlHAddc8,You Are Going to Hate This,2HSEdXKVq1WWtBbsIeNjRX,The Frights,9,186559,4upw9RT8Cs96EQhCuoNryV,You Are Going to Hate This,48,2016
False,27ZJRZ1W8HXAGsMBZp5sD9,Comfort To Me,3NqV2DJoAWsjl787bWaHW7,Amyl and The Sniffers,5,153800,401y3CGGbwRAOQP4jVdGc5,Hertz,47,2021
False,2sAePf08xIp4tnDlMUCV8B,WE,3kjuyTCjPG1WMFCiyc5IuB,Arcade Fire,8,273693,6xcrYjTKuONMfC1Qoc6Bdy,Unconditional I (Lookout Kid),45,2022
False,0d5VbUpz8dcGC17Jkm3og4,Sex Education Original Soundtrack,1uR7zoLrSRI8bSL43OZ0GY,Ezra Furman,9,294966,3mTD0EKHUaNU2Cp6PTJGpa,I Can Change,37,2020
False,5mhk3C0cKun3x8MoIwkukF,Backwards Directions,4aej3kKLxSLM0WauTSfZ7k,Abby Sage,1,187072,5vbnQr1tWSSREmcIONIUm9,Backwards Directions,56,2022
False,7xS8jyK8mFSGGmONwmuMKu,Alexander,1me05HW5s7TShHra5nN7uE,Alex Ebert,3,260920,4d0YWF2D8hXoyUs8LBkYHg,Truth,9,2011
False,6FtOADddclxzVHrpqCe79m,Local Valley,6xrCU6zdcSTsG2hLrojpmI,JosÃ© GonzÃ¡lez,11,188080,2ET7YTxeo4tn7BlUGs3t4Y,Line Of Fire,43,2021
False,5vO3cJcNAgBv91ADrMnc8l,All Of Us Flames,1uR7zoLrSRI8bSL43OZ0GY,Ezra Furman,4,262450,7ofb8SMiE4pDit5ewXNArn,Forever In Sunset,27,2022
