acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,liveness,loudness,name,popularity,speechiness,tempo,valence,year,hype_score
0.106,['Wiz Khalifa'],0.469,257773,0.5660000000000001,1,74kniUex3nMuYB60moE59k,0.0,0.136,-7.051,Stayin out All Night,53,0.157,149.631,0.688,2014,20.5161
2.95e-05,['Of Mice & Men'],0.467,255693,0.942,0,0TbbFwClRBAyURSBynegzo,0.000562,0.47,-4.117,Bones Exposed,53,0.055,139.952,0.223,2014,19.67119705
0.045,['Nickelback'],0.49,218907,0.907,0,5yUFxEu2kx3WBghRvaHVcn,0.0,0.293,-4.129,What Are You Waiting For?,60,0.0693,152.023,0.418,2014,21.5679
0.00749,['WALK THE MOON'],0.446,241253,0.8809999999999999,0,3MYWKl8ScgDu3sAvyneMCG,0.0,0.13,-4.368,Portugal,50,0.0545,169.889,0.415,2014,22.341651
0.000263,['Beartooth'],0.303,227312,0.982,0,0qLMogpL6n41qhzmFJnhfS,0.0,0.326,-2.115,The Lines,53,0.182,107.557,0.326,2014,16.410873700000003
0.000325,['5 Seconds of Summer'],0.458,189009,0.958,0,3CHwhGXeK1kCzxfbmoRK1d,0.000377,0.355,-4.012,18,50,0.198,160.121,0.352,2014,21.3910675
0.0347,['BTS'],0.495,236489,0.973,0,22gGBmp8JqlymbXQvAUlYX,0.0,0.4320000000000001,-0.947,Jump,60,0.283,102.058,0.763,2014,16.593230000000002
0.000591,['The Buttertones'],0.399,180000,0.7070000000000001,0,2M7enaZSs1DRRjZscA4LAj,0.201,0.126,-7.809,Reminiscing,51,0.0307,125.137,0.5770000000000001,2014,17.9055409
0.0513,['Carrie Underwood'],0.453,198333,0.8390000000000001,0,46W2wkCzFerbeQbNz3EIaa,0.0,0.348,-3.702,Smoke Break,54,0.0511,160.16,0.55,2015,21.753170000000004
0.166,"['SAYGRACE', 'G-Eazy']",0.336,199315,0.664,0,2CpH1L4CUR47RARB3PgY1l,1.31e-06,0.0575,-5.68,You Don't Own Me (feat. G-Eazy),60,0.102,186.394,0.294,2015,24.8892
0.00146,['Falling In Reverse'],0.3670000000000001,194672,0.978,0,4TncWhCfACwaIU8hllz8SQ,0.0,0.113,-2.3080000000000003,Sexy Drug,55,0.232,135.15,0.639,2015,19.381654
0.00145,['Circa Waves'],0.422,192120,0.95,0,1gR9y60Vr70iUtfC61JIXH,1.1e-05,0.245,-4.603,T-Shirt Weather,53,0.0661,160.02,0.472,2015,21.671255
0.0014199999999999,"['Major Lazer', 'Wild Belle']",0.4970000000000001,233011,0.627,0,3Vv6L434w4rmsaZ6PGfC0E,0.0,0.619,-6.141,Be Together,54,0.0319,79.93,0.193,2015,13.680358000000002
0.0234,"['KALEO', 'Vinyl on HBO']",0.378,234240,0.925,0,5Xx8krVxg1pRy6CXieB7FS,0.00062,0.18,-3.781,No Good,61,0.185,108.525,0.584,2015,17.30326
0.193,['Mac Miller'],0.464,195840,0.775,1,7qfur8OfEOABgenV3Wf0JK,0.0,0.155,-5.374,Break the Law,54,0.263,148.442,0.438,2015,20.5502
0.0189,['Tryhardninja'],0.489,224493,0.7190000000000001,0,3z80AqFSmoG47eiVY3Fo6W,0.000154,0.149,-6.815,It's Me,57,0.0507,128.075,0.209,2015,18.81911
0.0535,['Halestorm'],0.384,217173,0.955,0,5MapUlM1un2Kh4aZ3IyWcL,0.000997,0.0958,-2.884,I Am the Fire,57,0.266,171.888,0.199,2015,23.24675
0.0322,['Halsey'],0.431,201549,0.836,0,6s8PRmROPJHlqZmu9Bbviz,2.34e-05,0.105,-4.428,Roman Holiday,57,0.0395,74.473,0.75,2015,13.48108
0.0113,['Halsey'],0.339,183808,0.7070000000000001,0,3UhxppZQkfk9WniMtjpESF,0.0,0.337,-5.121,New Americana,58,0.0428,173.993,0.359,2015,23.47807
0.18,"['Dom Dolla', 'Go Freek']",0.405,232129,0.8079999999999999,0,3B1Je3rlEac3p4ikYW13zw,0.000412,0.133,-3.867,Define,60,0.0355,122.043,0.32,2015,18.5097
0.0355,['Lauren Daigle'],0.443,259293,0.526,0,1dAqZDwcEhdBDIEskHuXv9,0.0,0.109,-5.903,How Can It Be,54,0.0305,75.976,0.161,2015,13.24045
0.000372,"['Zac Brown Band', 'Chris Cornell']",0.405,239747,0.928,0,5rpjEBQVAVKDDIPa5dI37A,0.00204,0.0944,-3.222,Heavy Is the Head,54,0.0503,170.96900000000005,0.696,2015,22.856262800000003
0.0422,['Turnover'],0.418,195984,0.665,0,1vseXFjr0JuOOZ5R9wShf4,0.0655,0.125,-7.8679999999999986,Cutting My Fingers Off,55,0.0368,157.063,0.245,2015,21.48518
0.0579,['Adele'],0.293,225427,0.586,0,60jkAyuEyOnQKlrppOTYYx,3.68e-06,0.123,-5.63,River Lea,59,0.0342,81.723,0.226,2016,14.300910000000002
0.0113,"['Zeds Dead', 'NGHTMRE', 'GG Magree']",0.407,214733,0.925,0,0c8X4ApJu6CNEXoIb5VKMo,0.0025,0.192,-4.155,Frontlines,56,0.0747,151.993,0.119,2016,21.15707
0.104,['Red Hot Chili Peppers'],0.365,268733,0.804,0,2XTkpF9T2PKvcLgamGJGx1,6.579999999999999e-05,0.15,-5.9220000000000015,Goodbye Angels,64,0.105,171.597,0.5770000000000001,2016,23.8635
0.0546,['Rihanna'],0.42,235587,0.466,1,3HQcsqRjRdruUjkbDSgmVF,0.00389,0.298,-5.297999999999999,Woo,59,0.0326,115.004,0.185,2016,17.618740000000003
0.101,"['Imagine Dragons', 'Khalid']",0.439,251284,0.6809999999999999,0,7ER7vcy7u2ajg5IV45WBFw,0.000232,0.395,-5.516,Thunder / Young Dumb & Broke (with Khalid) - Medley,65,0.15,168.082,0.3,2017,23.5902
0.0329,['Brantley Gilbert'],0.4370000000000001,205267,0.8340000000000001,0,3I74lFPU8RE17EIfYz351J,1.03e-06,0.383,-3.807,The Ones That Like Me,58,0.0404,154.053,0.436,2017,21.539610000000003
0.00556,['Silverstein'],0.476,188886,0.964,0,4VKN3lBovrmKK7nWP4xknO,0.0,0.268,-4.683,The Afterglow,60,0.127,167.112,0.7240000000000001,2017,23.095044
0.0848,"['Dove Cameron', 'Sofia Carson', 'Cameron Boyce', 'Booboo Stewart', 'China Anne McClain', 'Mitchell Hope', 'Thomas Doherty', 'Dylan Playfair']",0.478,252218,0.851,0,537mRuCCiKQNFlN1vdSl1k,0.0,0.48,-5.936,It's Goin' Down,65,0.377,155.856,0.575,2017,22.42802
0.00306,['Casey Donahew'],0.295,272787,0.6629999999999999,0,6LjvqlPeCj62wF4oPJ6XOe,0.0,0.114,-5.252999999999999,3 Am,57,0.0337,100.01,0.199,2017,15.958594
0.0653,['Mike Ryan'],0.416,205187,0.825,0,1W3DDO8csBRUTdNITJgpag,0.0,0.342,-4.709,The Rewrite,57,0.0403,135.912,0.397,2017,19.61537
0.00217,['Remo Drive'],0.396,234535,0.718,0,79lzbYqczF4oLoOkxx9mHK,0.00077,0.332,-6.794,Yer Killin' Me,59,0.0814,165.27200000000005,0.366,2017,22.721583000000003
0.121,['Jaden'],0.499,262474,0.7120000000000001,0,2IDMCaW8K2nrFOoR5UANUo,0.0798,0.0993,-7.563,Fallen,62,0.119,82.523,0.231,2017,14.7536
0.0753,['Local Natives'],0.385,216840,0.604,0,5AKYyNPYhumqKeOMhdEgQO,1.27e-05,0.718,-6.709,I Saw You Close Your Eyes,58,0.0321,77.468,0.251,2017,13.797470000000002
0.0824,['The Head and the Heart'],0.433,219517,0.73,0,4b1hVHiZrltoXPDskF0mCp,2.01e-06,0.105,-4.933,Don't Dream It's Over,61,0.0315,84.13799999999998,0.346,2017,14.811159999999996
0.163,['Zach Williams'],0.456,265120,0.438,0,6Z85UCEueQcgSyChlrEu5G,0.0,0.194,-8.457,Fear Is a Liar,58,0.0286,144.047,0.0972,2017,20.411
0.0868,['P!nk'],0.412,250053,0.619,1,2DlIwu1iDTILEMXA7MUotn,2.55e-06,0.4,-6.39,Beautiful Trauma,66,0.0725,95.977,0.234,2017,16.457120000000003
0.000572,['Three Days Grace'],0.4920000000000001,198360,0.932,0,5Z6UMh8TMzxXslMc3bRXy1,4.75e-06,0.123,-4.689,The Mountain,64,0.052,92.497,0.33,2018,16.027642800000002
0.192,"['The Chainsmokers', 'Drew Love']",0.32,221987,0.63,0,0fTiDOXRNEN0lUeYGoSHml,0.0,0.102,-7.019,Somebody,67,0.0493,203.443,0.3229999999999999,2018,27.2781
0.00131,['Kolby Cooper'],0.395,268539,0.737,0,610z3fv4hqlH5eff9yBJTN,6.659999999999999e-05,0.364,-4.962,It Ain't Me,59,0.0304,150.056,0.239,2018,21.205569
0.158,['Ella Mai'],0.397,239341,0.843,0,4squZv12LD9M8ooJfoVgZS,0.0,0.0844,-3.726,Boo'd Up,63,0.0987,81.20100000000002,0.22,2018,14.736600000000005
0.000248,['Breaking Benjamin'],0.376,200907,0.967,0,6ZfPmIbwzz6fopTNwAJTPs,2.64e-06,0.0575,-3.277,Red Cold River,61,0.166,91.582,0.226,2018,15.6234752
0.0567,"['Tyler, The Creator']",0.458,205627,0.909,1,6bOkaEXc5CopinGazSLokx,4.26e-06,0.11,-6.553,WHAT'S GOOD,65,0.487,118.227,0.449,2019,18.681330000000003
0.176,['Noah Kahan'],0.442,213320,0.826,1,1BlQWQgGP84r4GYUVty4Ar,0.0,0.0978,-5.32,Mess,67,0.0775,80.848,0.601,2019,15.1034
0.000852,['Evanescence'],0.266,217960,0.949,0,1UfCIFhRr8Bci9LUJ68dvp,0.000831,0.131,-3.941,Weight Of The World,49,0.132,140.145,0.39,2006,19.2523148
0.00435,['Daughtry'],0.45,209816,0.93,0,4mL55yuSeFzQmyRO7K2X7G,0.0,0.245,-3.281,Crashed,44,0.0558,147.94,0.539,2006,19.562565000000003
0.000454,['Youngbloodz'],0.419,216960,0.7859999999999999,0,1x01tXhHXuRaxDvyo0BrxZ,0.0,0.314,-4.589,I'mma Shine,49,0.256,105.289,0.7440000000000001,2006,15.7484546
0.000169,['PANDA'],0.384,227347,0.8909999999999999,0,5IF1w7i1bTx3opewdRfZeM,0.0016,0.158,-5.869,Narcisista por Excelencia,61,0.118,164.045,0.498,2006,22.848583100000003
5.36e-05,['Brand New'],0.241,188533,0.923,0,3KIn5DJNOQ68GhwgGqmqld,0.0,0.0882,-1.682,Not The Sun,41,0.0512,131.554,0.321,2006,17.58049464
0.0534,['Beyoncé'],0.456,203200,0.742,0,63THThIOBNIl93zs8JuAfk,0.000223,0.0837,-8.39,Ring The Alarm,43,0.481,168.507,0.428,2006,21.45916
0.0084599999999999,['Escape the Fate'],0.209,241053,0.935,0,7HBYKU22eiPXpOMh1op7Bf,0.0,0.242,-3.671,"When I Go Out, I Want To Go Out On A Chariot Of Fire",45,0.158,199.509,0.433,2006,24.772354
0.000154,['Breaking Benjamin'],0.475,190840,0.87,0,5g1SlMT8qCYOnB3YZDgROW,0.00745,0.102,-4.128,You Fight Me,43,0.0458,142.94299999999996,0.4,2006,18.9502846
0.00878,['Camera Obscura'],0.329,231160,0.857,0,52PuLmsxTDOI2WAqpzYjoT,0.0725,0.156,-3.681,"Lloyd, I'm Ready To Be Heartbroken",50,0.0496,143.482,0.476,2006,19.670222000000003
0.102,"['Rick Ross', 'Akon']",0.472,273920,0.8059999999999999,1,0nknOqXnaKndx2OWkhZKNZ,0.0,0.282,-6.9170000000000025,Cross That Line,47,0.385,83.435,0.0864,2006,13.3695
0.00228,['All Time Low'],0.425,181027,0.852,0,3j1HTRodSjGtK3YsYMI0XF,0.0,0.0963,-6.148,Coffee Shop Soundtrack,44,0.122,185.021,0.431,2006,23.242472
0.161,['Lupe Fiasco'],0.436,262893,0.799,1,2YBDTmzBMAYsvFYFgjSy83,0.0,0.117,-4.129,Hurt Me Soul,44,0.248,167.295,0.5870000000000001,2006,21.440299999999997
9.12e-05,['Lamb of God'],0.431,270440,0.994,1,5b7PFsHhtWAFV2AZC869Mf,3.3e-05,0.115,-3.743,Again We Rise,46,0.153,110.268,0.0617,2006,16.01119088
2.33e-05,['The Strokes'],0.428,259027,0.8109999999999999,0,0Tvl6Dhee6vjz65sS3KKkK,0.434,0.359,-3.681,Vision of Division,47,0.0382,141.95,0.138,2006,19.22389767
0.171,['Alicia Keys'],0.478,232587,0.552,0,1JVN2oMHiWXHD5j5nhniST,1.18e-05,0.0661,-6.642,Wreckless Love,49,0.245,180.97,0.659,2007,23.241100000000003
0.0424,['Elvis Presley'],0.482,270773,0.505,0,3rSsfex84o72wsK1rTWOo1,2.96e-06,0.555,-6.465,Suspicious Minds - Remastered,50,0.0287,116.387,0.7190000000000001,2007,16.882360000000002
0.000139,['Strung Out'],0.395,259853,0.978,0,1enShRbj1MtYWuhxp1TSi2,0.129,0.0715,-3.742,Calling,49,0.13,95.83,0.1639999999999999,2007,14.8553861
0.000161,['Three Days Grace'],0.4920000000000001,224520,0.831,0,4gQ683QJzGz1Y4Lmml68c4,0.0,0.118,-4.215,Let You Down,46,0.0693,170.088,0.3670000000000001,2007,21.9564839
0.000432,['Five Finger Death Punch'],0.451,252893,0.958,1,6r8XOEQWFJvVVDGlIcroOL,0.0,0.12,-4.813,The Devil's Own,42,0.148,160.043,0.128,2007,20.5818568
0.00443,['Avril Lavigne'],0.436,195307,0.982,1,5kyqKoOnHwvxk0bZLeK1kr,4.74e-05,0.723,-2.786,I Can Do Better,49,0.1669999999999999,172.084,0.272,2007,22.489757
0.0246,['Pierce The Veil'],0.366,199413,0.794,0,4CI0vy8nofOwD62JR7sjbV,0.0,0.0855,-5.9620000000000015,The Balcony Scene,43,0.0388,167.041,0.205,2007,21.31304
0.000408,['Bloc Party'],0.392,215720,0.954,0,3V4LTMmu764I724y0ToD2d,0.00097,0.0653,-4.097,Flux,43,0.3720000000000001,76.05,0.224,2007,12.2695592
0.00493,['12 Stones'],0.443,219080,0.907,0,1fbLPjsAXq7gZPtOK9QCZU,0.0,0.0754,-4.046,Lie To Me,46,0.0541,157.99200000000005,0.449,2007,20.75940700000001
0.0186,['Backstreet Boys'],0.4,216653,0.754,0,13J4KuQoJaf0ubp9gzPuFo,0.0,0.316,-3.899,Inconsolable,55,0.0348,160.031,0.231,2007,21.80744
0.0421,['Garbage'],0.477,237733,0.855,0,0wnIPcs7V0XMwtcg0yjKpg,0.0843,0.126,-4.612,The World Is Not Enough,42,0.03,85.806,0.462,2007,13.12829
0.00274,"['Kanye West', 'T-Pain']",0.399,206840,0.745,0,2l7njxIZf3LEN9k061vcYa,0.0,0.514,-7.903,Good Life,43,0.362,170.614,0.449,2007,21.664426
8.79e-05,['Bullet For My Valentine'],0.379,223760,0.95,0,0qB5jLzJHDyhMTLcTtzSbG,0.000309,0.109,-2.895,4 Words (To Choke Upon),47,0.0845,92.489,0.316,2007,14.30969121
9.76e-05,['Jimmy Eat World'],0.491,220733,0.978,0,463wBlCYhDPuOVvAU8bS1h,0.0,0.373,-3.654,Big Casino,45,0.0493,136.007,0.524,2007,18.49229024
2.46e-05,['Chevelle'],0.447,217653,0.917,0,3booZW0BKQ8En18KSxsZPr,0.0374,0.0809,-4.332,The Fad,43,0.0873,100.692,0.34,2007,14.73369754
3.44e-05,['Scary Kids Scaring Kids'],0.368,205707,0.967,0,2G7cxwbFSMneFgTMdnvICw,3.44e-05,0.317,-3.464,Faces,43,0.0566,194.982,0.537,2007,24.16189656
0.0765,['Basshunter'],0.467,207680,0.976,0,3pmwCiTjt8X9ZmdZuopa31,8.43e-06,0.0797,-4.928999999999999,Boten Anna - Radio Edit,42,0.276,139.835,0.266,2008,18.56205
0.00403,['STRFKR'],0.488,271027,0.7509999999999999,0,4wj53ItvfETfYRs4zzmiPC,0.69,0.239,-6.242999999999999,Isabella of Castile,44,0.0343,82.991,0.1669999999999999,2008,13.021597000000002
0.121,['Los Originales De San Juan'],0.359,258067,0.696,0,6Lg8RcOqiIH1E360lPi6Xw,0.0,0.144,-6.045,Lagrimas De Tequila,44,0.0473,152.82,0.552,2008,19.9505
0.0833,['Rocko'],0.475,230547,0.605,1,3YrVdQ19x8VDexsX7ytwJ2,0.0,0.267,-5.096,Umma Do Me,43,0.215,137.07399999999998,0.291,2008,18.27557
0.0732,['Scandal'],0.4920000000000001,226493,0.935,0,2ARO7celMseIwJvCMS2Mt2,3.8e-06,0.208,-6.165,Goodbye to You,42,0.0703,159.446,0.857,2008,20.51618
0.025,['SafetySuit'],0.364,269667,0.715,0,6HIgbYCr7gh2bhj00948fK,0.000143,0.168,-2.447,Anywhere But Here,47,0.0321,141.907,0.187,2008,19.1755
0.000649,['Demi Lovato'],0.493,186533,0.946,0,2NozabWHL5ZdFpGwRLD7rj,4.26e-05,0.279,-2.169,"Who Will I Be - From ""Camp Rock""/Soundtrack Version",48,0.0751,152.089,0.7490000000000001,2008,20.3912351
0.000304,['Staind'],0.365,209987,0.853,1,6smRj43Aj8WpSO52JAWJm3,0.000193,0.0979,-3.617,All I Want,42,0.0321,172.011,0.515,2008,21.7299696
0.011,['John Mayer'],0.228,258933,0.882,0,6V3Sd5FVnf83LLA6VMP15F,0.00699,0.97,-6.553,"Good Love Is On the Way - Live at the Nokia Theatre, Los Angeles, CA - December 2007",49,0.0749,186.658,0.383,2008,23.8749
0.000343,['Eluveitie'],0.43,249240,0.991,0,1KmeyQfVjX1odybN9aEfWt,0.00249,0.416,-2.837,Inis Mona,56,0.0916,107.031,0.276,2008,16.686365700000003
0.114,['En Espíritu Y En Verdad'],0.3670000000000001,236760,0.941,0,2IHWHpC6E2xxaxN21dx58T,2.52e-06,0.693,-4.345,Vamos a Cantar,53,0.0908,147.946,0.233,2009,20.438900000000004
0.033,['We Came As Romans'],0.261,230547,0.974,0,1XDleb5NksSab3NmUAlvz6,0.0,0.264,-2.6060000000000003,To Plant a Seed,44,0.157,140.13299999999998,0.195,2009,18.7544
6.17e-05,['Korpiklaani'],0.353,179653,0.96,0,2k6dU3c2IBotzynOyevHJx,0.000371,0.926,-5.587999999999999,Vodka,56,0.227,180.06099999999995,0.267,2009,23.96469383
0.165,['Florence + The Machine'],0.448,192720,0.8690000000000001,0,1T0Kkq1Oio6nHVhenMQeDR,6.25e-05,0.32,-4.6160000000000005,Hurricane Drunk,43,0.177,184.042,0.232,2009,23.038
0.025,['All Time Low'],0.498,204307,0.945,0,6hmEzWnA6ny2rqVOpB5Hcb,0.0,0.278,-3.555,Stella,47,0.0372,81.508,0.5589999999999999,2009,13.231400000000002
0.00017,['My Chemical Romance'],0.297,179293,0.981,0,2ltFL0EitHBwfUWgdhD9Xs,4.33e-05,0.106,-4.222,Desolation Row,42,0.386,168.28099999999995,0.0719,2009,21.381782999999995
0.0569,['Dance Gavin Dance'],0.28,208720,0.841,0,41gTdox7kzBEcT7PIz9bHH,0.0,0.227,-3.5410000000000004,"Strawberry Swisher, Pt. 1",43,0.0772,176.93200000000004,0.444,2009,22.295810000000003
0.0119,['Saint Motel'],0.307,249733,0.855,0,0lkMZa3Fwt1KWRHRUnPqbx,6.06e-05,0.0975,-4.557,Dear Dictator,46,0.0433,135.877,0.213,2009,18.50441
6.99e-05,['The Veer Union'],0.32,227373,0.848,0,1NE4ga03C5fRXGPcDIo9pA,1.58e-05,0.0656,-4.135,Seasons,45,0.055,171.96200000000005,0.341,2009,22.01459301000001
0.012,"['Juelz Santana', 'Chris Brown']",0.485,264920,0.8740000000000001,0,3PtlDRj2jzwDnAfLgvqaSd,0.0,0.109,-0.6559999999999999,Back To The Crib,43,0.35,190.032,0.573,2009,23.661200000000004
0.000122,['Powerwolf'],0.321,239813,0.861,0,2H2Ul6Non4ZwDNoE3nhBwO,5.25e-06,0.307,-3.671,"Raise Your Fist, Evangelist",53,0.0511,112.045,0.27,2009,16.8269878
0.0416,['Chris Brown'],0.41,236253,0.743,0,3SK0wdiECK6UltzbYm2rkd,0.0,0.113,-6.356,Crawl,50,0.0591,176.048,0.417,2009,22.90554
8.96e-06,['Nirvana'],0.268,175760,0.959,0,4zIsMAQASzCg6XK7WExT54,4.75e-05,0.0775,-6.0760000000000005,Negative Creep - Remastered,49,0.0914,163.116,0.466,2009,21.552899104
0.1369999999999999,['Death Cab for Cutie'],0.486,224133,0.892,0,4MeBn9GqDFZ4IgZQXWGa7o,0.48,0.216,-6.251,Meet Me on the Equinox,45,0.0457,135.005,0.496,2009,18.3516
0.00151,['Skillet'],0.384,176707,0.909,0,7oc2wH81jpU45L5H2JnThI,0.0,0.331,-3.706,Dead Inside,48,0.0568,159.999,0.457,2009,21.149249
0.000318,['Kings of Leon'],0.267,205373,0.893,0,6VNCwmGrJCG4QqmTHmwmLW,0.00268,0.328,-3.881,Mary,51,0.0771,79.544,0.272,2010,13.375668200000002
4.29e-05,['Sleeping With Sirens'],0.445,223040,0.928,0,1X5Vmsn025nGZslbFm3Scv,0.0,0.342,-5.35,"With Ears to See, and Eyes to Hear",48,0.0755,154.969,0.501,2010,20.66429571
0.00485,['Jonas Brothers'],0.344,194600,0.882,0,3JG2VnwaVmVLf8BUGw7QlK,0.0,0.338,-4.137,L.A. Baby (Where Dreams Are Made Of),51,0.0577,144.843,0.344,2010,19.917215
0.000456,['Bullet For My Valentine'],0.3,259307,0.971,0,79rFv44RxuMb70y6sHC14l,0.0,0.283,-3.1180000000000003,The Last Fight,53,0.142,184.536,0.336,2010,24.1048544
0.0264,['AC/DC'],0.479,273840,0.923,0,1V6kRlJnTC4W319N0BvJag,0.136,0.43,-4.034,If You Want Blood (You've Got It),54,0.124,141.255,0.5529999999999999,2010,19.895560000000003
0.00151,"['Soothing White Noise for Infant Sleeping and Massage, Crying & Colic Relief']",0.209,248667,0.991,0,4wdTGkZIVGvRL0My0p73P5,0.996,0.871,-20.653,Quiet Rain Showers & Rolling Thunder Storms Imix for Mom’s Napping Toddler,48,0.06,98.759,0.0137,2010,15.014849000000002
0.0437,"['Santana', 'Chris Cornell']",0.406,231360,0.988,0,0u6lRvvxbrAYEdkUFKmHp6,0.0637,0.0664,-2.72,Whole Lotta Love (feat. Chris Cornell),54,0.0926,100.038,0.24,2010,15.77703
0.124,['Steve Oliver'],0.396,261867,0.562,0,7EIASGWhdchNEwPYB3E1Nm,0.926,0.109,-8.736,Long Road,49,0.0365,81.49,0.294,2010,13.2844
0.0013,['Kings of Leon'],0.413,185880,0.933,0,7HCikOKgBCzEezjPgLSeOf,0.0153,0.0953,-5.207999999999998,No Money,51,0.0581,76.999,0.267,2010,13.16227
1.47e-05,['Deftones'],0.461,211147,0.898,0,0oHj2DHtNVWEgBqOa1bejc,0.563,0.203,-4.302,You've Seen the Butcher,48,0.0505,118.479,0.394,2010,17.009498530000002
0.00283,['Sabaton'],0.441,247520,0.952,0,5W8Iqq2Wl4yTW2Q6X47v7p,0.000164,0.304,-2.765,Screaming Eagles,54,0.0903,167.082,0.316,2010,22.481717
0.00109,['Off With Their Heads'],0.358,227000,0.956,0,7dNsLDM4BflWv392VYzr7n,0.0468,0.298,-4.473,Clear The Air,48,0.0852,180.049,0.282,2010,23.163191000000005
0.0029,['Pierce The Veil'],0.438,262800,0.95,0,5OhLBEgXp9TPGlnFw5pXeK,0.0,0.33,-4.209,Besitos,46,0.0869,150.023,0.408,2010,19.97461
0.193,['The Marshall Tucker Band'],0.439,219347,0.746,0,0diAR6QUxrDiEBjRZSfweR,3.05e-05,0.173,-5.78,This Ol' Cowboy,45,0.0469,109.309,0.8170000000000001,2011,15.723200000000002
0.107,['Young the Giant'],0.413,250307,0.833,0,2m7zt7ZD5NchfZVSRmTSyE,4.58e-06,0.447,-7.982,Strings,46,0.0445,111.772,0.402,2011,16.099
0.15,['Tally Hall'],0.4970000000000001,208293,0.7440000000000001,0,3rM10JnYLTVRFBqzMe9Q6Q,2.59e-05,0.133,-6.847,Cannibal,47,0.0368,154.534,0.611,2011,20.461
0.000616,['Powerwolf'],0.266,180653,0.8490000000000001,0,6VK99hKZtgpEeZRwJJDqXD,0.0,0.0699,-4.978,"Die, Die, Crucify",57,0.0485,93.993,0.298,2011,15.4071384
0.144,['G. Love & Special Sauce'],0.453,261867,0.769,0,2fFfb1YL9Qx0EYx6jnVXON,1.31e-05,0.0678,-4.642,50 Ways To Leave Your Lover,45,0.187,91.846,0.455,2011,13.991500000000002
0.00224,"['Casey Veggies', 'Mac Miller']",0.426,237365,0.912,0,4gX5wWBuArhoyV17bVPeBb,0.0,0.317,-3.1830000000000003,Can I Live feat. Mac Miller,46,0.457,180.282,0.61,2011,22.986776000000003
0.000387,"['WWE', 'Rev Theory']",0.48,204636,0.648,0,4efaOZQDP1XwApNaRc7UYu,0.0,0.118,-10.809,Voices (Randy Orton) [feat. Rev Theory],53,0.0293,165.012,0.672,2011,22.0915613
0.000102,['Asking Alexandria'],0.218,210613,0.987,1,1zalQPA3y0Latbiis4motB,0.000407,0.617,-2.225,To The Stage,50,0.222,129.803,0.0552,2011,18.3199898
0.000153,['Pop Evil'],0.421,205200,0.966,0,0fqNJkLAqJ8nLexUrcemnN,0.00608,0.281,-2.62,Boss's Daughter,45,0.206,174.87400000000005,0.5670000000000001,2011,22.3613847
0.000641,['Rise Against'],0.281,221200,0.976,0,0304Y3lXclcRh5N50KJ3sE,2.31e-06,0.0517,-3.471,This Is Letting Go,51,0.0738,99.383,0.421,2011,15.3872359
0.0152,['Hollywood Undead'],0.382,202947,0.899,0,2IWGina76PKXgV3vhXuN6c,0.0,0.363,-3.563,Coming Back Down,50,0.233,94.774,0.552,2011,14.821980000000002
0.0736,['ryo (supercell)'],0.314,178147,0.944,0,1chETycPdQmdJsWX1BoMVj,0.0,0.978,-3.295,ワールドイズマイン -MIKUNOPOLIS in LOS ANGELES Live-,52,0.0625,164.95,0.467,2011,22.03364
0.0103,['Ben Rector'],0.468,204143,0.813,0,5HpYDXIk0fod51KyhF5DwH,0.0,0.353,-5.402,She Is,45,0.0636,80.028,0.529,2011,12.83927
0.0149,['Gary Clark Jr.'],0.445,215867,0.966,0,4iu49FeQQGiUh2Dn1A8qCl,0.000915,0.1639999999999999,-3.751,Don't Owe You a Thang,49,0.054,109.482,0.321,2011,16.22551
0.00967,['Theory of a Deadman'],0.401,257453,0.8759999999999999,1,6fsHQN6zZT64dapQ2XjI19,0.0,0.397,-4.644,Hurricane,46,0.0604,132.14700000000002,0.385,2011,18.156733000000003
4.54e-05,['Lynyrd Skynyrd'],0.489,194493,0.934,0,7Gutanf1Mf2r8ASTlrR5ku,0.129,0.29,-4.355,Low Down Dirty,52,0.0402,94.007,0.6679999999999999,2012,14.97869546
0.0513,['Jack White'],0.266,198613,0.74,0,1kBM7AURqQTIXFePNVpEwP,0.00426,0.162,-7.972,Love Is Blindness,50,0.0788,48.578,0.5,2012,10.12787
0.0771,['Beach House'],0.346,251720,0.531,0,0AaKdqnprvqY2oAhvZWggu,2e-06,0.312,-5.629,The Hours,46,0.0286,169.56599999999997,0.405,2012,21.77739
6.72e-06,['Evans Blue'],0.406,222049,0.952,0,5xetBdYzklZ71hbHjXb4Zf,0.0252,0.198,-2.987,Beyond The Stars,51,0.0424,88.56299999999996,0.534,2012,14.323099327999996
0.196,['Delta Spirit'],0.425,219520,0.789,0,4Y3gLYlV5rD3fhirhWKtei,0.439,0.161,-7.8210000000000015,California,47,0.0421,161.952,0.522,2012,21.1973
0.000594,['The Fray'],0.458,220693,0.821,0,2atYprr9JsQaLynGhrWhld,9.46e-05,0.161,-5.0760000000000005,Heartbeat,49,0.0334,144.46,0.3229999999999999,2012,19.6838406
0.00382,['Mumford & Sons'],0.385,195867,0.73,0,0l58YQ6trzdxO3C9XFczZS,0.00278,0.123,-7.82,Whispers in the Dark,46,0.0409,134.659,0.36,2012,18.361518
